EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Phi	Theta	Time
278895	1	1	0	0	4	0.866383	0	0	90	0.410125	
278992	1	1	0	0	4	6.36947	0	0	90	0.317297	
279505	1	1	0	0	4	6.24645	0	0	90	1.06489	
281209	1	1	45.9228	0	2	2.54295	0	0	90	0.317208	
281209	2	1	0	0	4	0	0	0	90	0.342107	
283356	1	1	257.728	0	2	2.34563	0	0	90	0.317074	
283356	2	1	0	0	4	0	0	0	90	0.342621	
284178	1	1	0	0	4	0	0	0	90	0.317086	
284191	1	1	0	0	4	0	0	0	90	0.317159	
284878	1	1	0	0	4	0	0	0	90	0.316982	
286221	1	1	0	0	4	0	0	0	90	0.316926	
286713	1	1	225.046	0	2	4.97459	0	0	90	0.317163	
286713	2	1	0	0	4	2.51812	0	0	90	0.333941	
289148	1	1	0	0	4	0	0	0	90	0.317396	
291581	1	1	0	0	4	5.90617	0	0	90	0.31729	
294391	1	1	0	0	4	0	0	0	90	0.317092	
294500	1	1	0	0	4	0	0	0	90	0.317061	
294597	1	1	0	0	4	0	0	0	90	0.316966	
295000	1	1	0	0	4	0	0	0	90	0.316941	
296261	1	1	47.1164	0	2	4.82262	0	0	90	0.317509	
296261	2	1	0	0	4	0	0	0	90	0.334813	
296525	1	1	0	0	4	0	0	0	90	0.317064	
297194	1	1	0	0	4	0	0	0	90	0.316977	
297224	1	1	0	0	4	9.02989	0	0	90	0.42222	
297994	1	1	24.8964	0	2	7.34188	0	0	90	0.31694	
297994	2	1	29.8914	0	2	0.214076	0	0	90	0.325808	
297994	3	1	0	0	4	0	0	0	90	0.350437	
299852	1	1	125.731	0	2	1.57184	0	0	90	0.317372	
299852	2	1	0	0	4	0	0	0	90	0.345528	
300959	1	1	0	0	4	0.0707767	0	0	90	0.317335	
301611	1	1	0	0	4	0	0	0	90	0.549612	
302990	1	1	0	0	4	7.14314	0	0	90	0.317562	
303540	1	1	0	0	4	0	0	0	90	0.317299	
