EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
870	1	1	0	163	4	6	912	3.52736	
871	1	1	465.797	180	2	8	912	3.51159	
871	2	1	0	180	4	8	912	3.51954	
872	1	1	0	30	4	1	912	3.12811	
874	1	1	0	187	4	5	912	3.33994	
874	2	1	0	188	4	8	912	3.40019	
875	1	1	0	166	4	10	912	3.51972	
880	1	1	0	43	4	1	912	3.0936	
889	1	1	0	3	4	7	912	3.20159	
889	2	1	0	8	4	1	912	3.3271	
889	3	1	455.442	21	2	4	912	3.37678	
889	4	1	206.558	21	1	4	912	3.40639	
893	1	1	0	133	4	2	912	3.32779	
910	1	1	326.944	25	2	5	912	3.21059	
910	2	1	119.918	25	2	6	912	3.22162	
910	3	1	11.9462	25	2	5	912	3.22336	
910	4	1	203.192	25	1	6	912	3.22755	
911	1	1	441.071	65	2	10	912	3.09838	
911	2	1	0	65	4	10	912	3.09878	
919	1	1	0	88	4	1	912	3.12652	
922	1	1	274.093	91	2	6	912	3.10235	
922	2	1	0	91	4	4	912	3.10479	
922	3	1	0	116	4	7	912	3.20208	
933	1	1	662	189	1	8	912	3.45202	
934	1	1	231.861	91	2	3	912	3.09494	
934	2	1	0	91	4	3	912	3.12072	
935	1	1	0	70	4	1	912	3.17515	
935	2	1	0	99	4	10	912	3.47179	
937	1	1	0	12	4	1	912	3.1551	
940	1	1	0	187	4	6	912	3.34042	
943	1	1	0	15	4	3	912	3.17571	
943	2	1	0	52	4	3	912	3.46759	
944	1	1	383.95	95	2	8	912	3.24984	
944	2	1	278.05	95	1	7	912	3.2545	
945	1	1	0	178	4	1	912	3.50502	
947	1	1	49.1626	36	2	4	912	3.43737	
947	2	1	0	36	4	7	912	3.43756	
948	1	1	0	35	4	10	912	3.4601	
949	1	1	0	36	4	10	912	3.46136	
950	1	1	0	84	4	3	912	3.33729	
952	1	1	425.892	138	2	2	912	3.16666	
952	2	1	236.108	138	1	2	912	3.18014	
960	1	1	0	114	4	10	912	3.11685	
960	2	1	0	180	4	2	912	3.50694	
962	1	1	0	157	4	1	912	3.22122	
962	2	1	202.852	189	2	9	912	3.45289	
962	3	1	0	189	4	10	912	3.48051	
979	1	1	0	80	4	3	912	3.5098	
982	1	1	0	15	4	1	912	3.1754	
983	1	1	0	180	4	10	912	3.50295	
996	1	1	0	78	4	8	912	3.52744	
998	1	1	662	180	1	4	912	3.49628	
999	1	1	151.935	67	2	3	912	3.08113	
999	2	1	0	67	4	1	912	3.10493	
1002	1	1	121.513	41	2	2	912	3.23144	
1002	2	1	0	41	4	3	912	3.2559	
1005	1	1	0	24	4	1	912	3.26815	
1005	2	1	0	23	4	2	912	3.32245	
1009	1	1	0	67	4	1	912	3.08068	
1010	1	1	0	67	4	10	912	3.08633	
1011	1	1	185.088	60	2	2	912	3.30367	
1011	2	1	248.855	60	2	2	912	3.31474	
1011	3	1	0	60	3	3	912	3.31528	
1011	4	1	0	60	4	5	912	3.31996	
1012	1	1	0	136	4	1	912	3.20168	
1012	2	1	662	168	1	4	912	3.42765	
1013	1	1	171.648	45	2	1	912	3.11383	
1013	2	1	0	45	4	1	912	3.11571	
1015	1	1	0	45	4	1	912	3.09764	
1019	1	1	0	138	4	2	912	3.15344	
1026	1	1	0	12	4	8	912	3.16499	
1029	1	1	65.6727	164	2	10	912	3.5322	
1029	2	1	0	164	4	10	912	3.56187	
1030	1	1	0	43	4	1	912	3.11342	
1038	1	1	0	116	4	3	912	3.14053	
1038	2	1	0	162	4	2	912	3.47961	
1040	1	1	0	166	4	1	912	3.53112	
1041	1	1	219.391	15	2	6	912	3.15473	
1041	2	1	0	15	4	8	912	3.17321	
1042	1	1	0	65	4	6	912	3.09742	
1043	1	1	57.6648	133	2	1	912	3.3303	
1043	2	1	604.335	133	1	2	912	3.34658	
1046	1	1	0	166	4	1	912	3.5282	
1049	1	1	0	23	4	10	912	3.32495	
1050	1	1	0	180	3	3	912	3.49084	
1050	2	1	0	180	4	10	912	3.50169	
1054	1	1	0	78	4	6	912	3.52965	
1055	1	1	0	164	4	10	912	3.52618	
1057	1	1	0	106	4	10	912	3.47733	
1058	1	1	0	95	4	2	912	3.25019	
1063	1	1	0	41	4	10	912	3.23552	
1063	2	1	0	60	4	5	912	3.32997	
1065	1	1	0	95	4	5	912	3.23444	
1073	1	1	662	91	1	3	912	3.09268	
1076	1	1	0	92	4	5	912	3.11646	
1079	1	1	0	88	4	5	912	3.13863	
1080	1	1	0	50	4	10	912	3.3864	
1084	1	1	0	30	4	6	912	3.13008	
1085	1	1	0	22	4	9	912	3.37979	
1086	1	1	0	124	4	10	912	3.51786	
1087	1	1	0	25	4	1	912	3.21819	
1088	1	1	0	127	4	1	912	3.55848	
1089	1	1	0	138	4	10	912	3.17857	
1089	2	1	0	191	4	2	912	3.4085	
1097	1	1	273.466	103	2	1	912	3.54278	
1097	2	1	0	103	4	5	912	3.54523	
1099	1	1	358.362	163	2	6	912	3.51668	
1099	2	1	0	163	4	5	912	3.53845	
1099	3	1	0	124	4	8	912	3.64028	
1105	1	1	0	12	4	1	912	3.1569	
1110	1	1	0	147	4	6	912	3.5426	
1111	1	1	0	36	4	8	912	3.43498	
1112	1	1	0	110	4	4	912	3.25905	
1112	2	1	49.3698	132	2	6	912	3.40247	
1112	3	1	0	132	4	6	912	3.40328	
1115	1	1	0	70	4	10	912	3.19256	
1119	1	1	32.8642	70	2	2	912	3.18513	
1119	2	1	443.908	70	2	1	912	3.18818	
